O*NET-SOC Code	Reported Job Title	Shown in My Next Move
49-3043.00	Rail Car Welder	Y
49-3043.00	Railroad Car Repairman	N
49-3043.00	Train Car Repairman	N
49-3051.00	Boat Mechanic	N
49-3051.00	Boat Motor Mechanic	N
49-3051.00	Boat Rigger	N
49-3051.00	Marine Mechanic	Y
49-3051.00	Marine Propulsion Technician	N
49-3051.00	Marine Technician	Y
49-3051.00	Mechanic	Y
49-3051.00	Outboard Motor Mechanic	N
49-3051.00	Outboard Technician	N
49-3051.00	Service Technician	Y
49-3052.00	All Terrain Vehicle Technician (ATV Technician)	Y
49-3052.00	Custom Bike Builder	N
49-3052.00	Motorcycle Mechanic	Y
49-3052.00	Motorcycle Service Technician	N
49-3052.00	Motorcycle Technician	Y
49-3052.00	Motorsports Technician	N
49-3052.00	Scooter Mechanic	N
49-3052.00	Service Technician	Y
49-3053.00	Chainsaw Technician	N
49-3053.00	Golf Cart Mechanic	N
49-3053.00	Lawnmower Repair Mechanic	N
49-3053.00	Mechanic	Y
49-3053.00	Outdoor Power Equipment Service Technician	Y
49-3053.00	Service Technician (Service Tech)	Y
49-3053.00	Shop Mechanic	N
49-3053.00	Small Engine Mechanic	Y
49-3053.00	Small Engine Technician (Small Engine Tech)	N
49-3091.00	Bicycle Fitter	N
49-3091.00	Bicycle Mechanic	Y
49-3091.00	Bicycle Repair Technician	N
49-3091.00	Bicycle Repairman	N
49-3091.00	Bicycle Service Technician	Y
49-3091.00	Bicycle Technician	Y
49-3091.00	Bike Mechanic	Y
49-3092.00	Hitch Technician	N
49-3092.00	Master Certified RV Technician (Master Certified Recreational Vehicle Technician)	Y
49-3092.00	Mobile Service RV Technician (Mobile Service Recreational Vehicle Technician)	N
49-3092.00	RV Body Mechanic (Recreational Vehicle Body Mechanic)	N
49-3092.00	RV Repair Technician (Recreational Vehicle Repair Technician)	Y
49-3092.00	RV Service Technician (Recreational Vehicle Service Technician)	Y
49-3092.00	RV Technician (Recreational Vehicle Technician)	Y
49-3092.00	RVDA Master Certified RV Technician (Recreational Vehicle Dealer Association Master Certified Recreational Vehicle Technician)	N
49-3092.00	Service Technician	N
49-3093.00	Alignment Technician	N
49-3093.00	Lube Technician	N
49-3093.00	Service Technician	Y
49-3093.00	Tire Buster	N
49-3093.00	Tire Changer	Y
49-3093.00	Tire Installer	N
49-3093.00	Tire Repairer	N
49-3093.00	Tire Shop Mechanic	Y
49-3093.00	Tire Technician	Y
49-9011.00	Commercial Door Installer	N
49-9011.00	Commercial Installer	N
49-9011.00	Door Installer	Y
49-9011.00	Door Technician	N
49-9011.00	Garage Door Installer	Y
49-9011.00	Garage Door Technician	Y
49-9011.00	Installation Technician	N
49-9011.00	Residential Door Installer	N
49-9011.00	Service Technician	Y
49-9012.00	Control Valve Mechanic	N
49-9012.00	Control Valve Technician	N
49-9012.00	Electric Meter Technician	N
49-9012.00	Instrument and Electrical Technician (I and E Technician)	Y
49-9012.00	Instrument Technician	N
49-9012.00	Measurement Technician	Y
49-9012.00	Meter Technician	Y
49-9012.00	Service Technician	N
49-9012.00	Valve Technician	Y
49-9012.00	Water Plant Maintenance Mechanic	N
49-9021.00	A/C Tech (Air Conditioning Technician)	N
49-9021.00	HVAC Installer (Heating, Ventilation, and Air Conditioning Installer)	N
49-9021.00	HVAC Mechanic (Heating, Ventilation, and Air Conditioning Mechanic)	Y
49-9021.00	HVAC Service Tech (Heating, Ventilation, and Air Conditioning Service Technician)	N
49-9021.00	HVAC Specialist (Heating, Ventilation, and Air Conditioning Specialist)	N
49-9021.00	HVAC Tech (Heating, Ventilation, and Air Conditioning Technician)	N
49-9021.00	Refrigeration Mechanic	Y
49-9021.00	Refrigeration Operator	N
49-9021.00	Refrigeration Technician (Refrigeration Tech)	Y
49-9021.00	Service Technician (Service Tech)	Y
49-9031.00	Appliance Mechanic	N
49-9031.00	Appliance Repair Mechanic	N
49-9031.00	Appliance Repair Technician (Appliance Repair Tech)	N
49-9031.00	Appliance Service Technician	N
49-9031.00	Appliance Technician (Appliance Tech)	Y
49-9031.00	Repair Man	N
49-9031.00	Repair Technician	Y
49-9031.00	Service Technician (Service Tech)	Y
49-9031.00	Vacuum Repairer	Y
49-9041.00	Industrial Machinery Mechanic	Y
49-9041.00	Industrial Mechanic	N
49-9041.00	Loom Fixer	N
49-9041.00	Loom Technician	N
49-9041.00	Machine Adjuster	N
49-9041.00	Machine Mechanic	N
49-9041.00	Maintenance Technician	Y
49-9041.00	Mechanic	Y
49-9041.00	Overhauler	Y
49-9041.00	Sewing Machine Mechanic	N
49-9043.00	Lubricator	N
49-9043.00	Machine Repairer	Y
49-9043.00	Maintainer	Y
49-9043.00	Maintenance Man	N
49-9043.00	Maintenance Technician	Y
49-9043.00	Maintenance Worker	Y
49-9043.00	Oiler	N
49-9043.00	Overhauler	N
49-9044.00	Maintenance Millwright	Y
49-9044.00	Millwright	Y
49-9044.00	Millwright Business Representative	Y
49-9044.00	Precision Millwright	Y
49-9045.00	Cell Reliner	N
49-9045.00	Cupola Repairer	Y
49-9045.00	Furnace Repairer	N
49-9045.00	Hot Repairman	N
49-9045.00	Ladle Liner	Y
49-9045.00	Ladle Repairman	N
49-9045.00	Refractory Bricklayer	Y
49-9045.00	Refractory Technician	Y
49-9045.00	Refractory Worker	N
49-9051.00	Class Gloving Electrical Lineman	N
49-9051.00	Class Rubber Gloving Lineman	N
49-9051.00	Electrical Lineman	Y
49-9051.00	Electrical Lineworker	N
49-9051.00	Lineworker	Y
49-9051.00	Power Lineman	Y
49-9051.00	Power Lineman Technician	N
49-9051.00	Service Man	Y
49-9051.00	Third Step Lineman	N
49-9051.00	Troubleman	N
49-9052.00	Cable Splicer	N
49-9052.00	Cable Technician	N
49-9052.00	Cable Television Technician (Cable TV Tech)	N
49-9052.00	Combination Technician	Y
49-9052.00	Field Service Technician	N
49-9052.00	Installation and Repair Technician (I and R Technician)	Y
49-9052.00	Installer	N
49-9052.00	Lineman	Y
49-9052.00	Outside Plant Technician	N
49-9052.00	Service Technician	Y
49-9061.00	Camera Repair Technician	Y
49-9061.00	Camera Repairman	Y
49-9061.00	Camera Technician	Y
49-9061.00	Photo Equipment Technician	N
49-9061.00	Photo Technologist	N
49-9061.00	Photographic Equipment Repair Technician	N
49-9061.00	Photographic Equipment Technician	N
49-9061.00	Photographic Technician (Photo Tech)	N
49-9061.00	Repair Technician	Y
49-9061.00	Repairman	N
49-9062.00	Biomed Tech (Biomedical Technician)	Y
49-9062.00	Biomedical Electronics Technician	Y
49-9062.00	Biomedical Engineering Technician (BMET)	Y
49-9062.00	Biomedical Equipment Technician (BMET)	Y
49-9062.00	Dental Equipment Technician	N
49-9062.00	Electronic Technician	N
49-9062.00	Repair Technician	N
49-9062.00	Service Technician	N
49-9062.00	X-ray Service Engineer	N
49-9063.00	Banjo Repair Person	Y
49-9063.00	Brass Instrument Repair Technician	N
49-9063.00	Fretted String Instrument Repairer	N
49-9063.00	Guitar Repairer	N
49-9063.00	Instrument Repair Technician	N
49-9063.00	Luthier	Y
49-9063.00	Mandolin Repair Person	N
49-9063.00	Piano Technician	Y
49-9063.00	Piano Tuner	Y
49-9063.00	Stringed Instrument Repairer	N
49-9064.00	Antique Clock Repairer	N
49-9064.00	Clock Repair Technician	N
49-9064.00	Clock Repairer	Y
49-9064.00	Watch and Clock Repairer	Y
49-9064.00	Watch Estimator	Y
49-9064.00	Watch Repair Person	N
49-9064.00	Watch Repair Technician	N
49-9064.00	Watch Repairer	N
49-9064.00	Watch Technician (Watch Tech)	Y
49-9071.00	Building Mechanic	N
49-9071.00	Equipment Engineering Technician	N
49-9071.00	Facilities Technician	Y
49-9071.00	Maintenance Engineer	Y
49-9071.00	Maintenance Journeyman	N
49-9071.00	Maintenance Man	N
49-9071.00	Maintenance Mechanic	Y
49-9071.00	Maintenance Specialist	N
49-9071.00	Maintenance Technician	Y
49-9071.00	Maintenance Worker	N
49-9081.00	Field Service Technician	Y
49-9081.00	Renewable Energy Technician	N
49-9081.00	Service Technician	N
49-9081.00	Troubleshooting Technician	N
49-9081.00	Wind Farm Support Specialist	Y
49-9081.00	Wind Technician	Y
49-9081.00	Wind Turbine Operator	N
49-9081.00	Wind Turbine Service Technician	N
49-9081.00	Wind Turbine Technician	Y
49-9081.00	Wind Turbine Troubleshooting Technician	N
49-9091.00	Cooler Deliverer	N
49-9091.00	Field Service Technician	Y
49-9091.00	Fountain Vending Mechanic	N
49-9091.00	Full Service Vending Driver	N
49-9091.00	Refurbish Technician	N
49-9091.00	Service Technician	Y
49-9091.00	Slot Technician	Y
49-9091.00	Vending Mechanic	N
49-9091.00	Vending Service Technician	N
49-9091.00	Vending Technician	Y
49-9092.00	Commercial Diver	Y
49-9092.00	Diver	Y
49-9092.00	Diver Tender	Y
49-9092.00	Hard Hat Diver	N
49-9092.00	Non Destructive Testing Under Water Welder (NDT U/W Welder)	N
49-9092.00	Salvage Diver	N
49-9092.00	Tender	Y
49-9094.00	Certified Master Locksmith (CML)	Y
49-9094.00	Certified Master Safe Cracker	N
49-9094.00	Certified Master Safecracker (CMS)	N
49-9094.00	Forensic Locksmith	N
49-9094.00	Lock Technician	Y
49-9094.00	Locksmith	Y
49-9094.00	Registered Safe Technician (RST)	N
49-9094.00	Road Service Locksmith	N
49-9094.00	Safe Technician	Y
49-9094.00	Vault Technician	N
49-9095.00	Delivery Crew Worker	N
49-9095.00	Mobile Home Installer	Y
49-9095.00	Mobile Home Laborer	Y
49-9095.00	Mobile Home Set-Up Person	Y
49-9095.00	Modular Set Crew Member	Y
49-9095.00	Set Up Technician	N
49-9096.00	Gantry Rigger	N
49-9096.00	Hand Rigger	N
49-9096.00	Heavy Lift Rigger	N
49-9096.00	Machinery Erector	Y
49-9096.00	Machinery Mover	Y
49-9096.00	Marine Rigger	N
49-9096.00	Motor Rigger	Y
49-9096.00	Rigger	Y
49-9096.00	Rigging Fabricator	N
49-9096.00	Ship Rigger	N
49-9097.00	Railroad Signal Maintainer	N
49-9097.00	Signal and Communications Maintainer	N
49-9097.00	Signal Inspector	Y
49-9097.00	Signal Maintainer	Y
49-9097.00	Signal Maintenance Technician	N
49-9097.00	Signal System Testing Maintainer	N
49-9097.00	Signal Technician	N
49-9097.00	Signalman	Y
49-9097.00	Train Control Electronic Technician	Y
49-9097.00	Train Control Technician	N
49-9098.00	HVAC Helper (Heating, Ventilation, Air Conditioning Helper)	N
49-9098.00	HVAC Installation Helper (Heating, Ventilation, Air Conditioning Installation Helper)	N
49-9098.00	Maintenance Aide	Y
49-9098.00	Maintenance Helper	Y
49-9098.00	Mechanic Helper	Y
49-9098.00	Mechanic Repair Helper	N
49-9098.00	Mechanic's Assistant	N
49-9098.00	Technician's Helper	Y
49-9099.01	Geothermal Service Technician	N
49-9099.01	I and C Technician (Instrument and Controls Technician)	N
49-9099.01	I and E Technician (Instrumentation and Electrical Technician)	N
49-9099.01	I C and E Technician (Instrumentation, Control, and Electrical Technician)	Y
49-9099.01	Operations and Maintenance Technician (O and M Technician)	Y
49-9099.01	Operations Technician	Y
49-9099.01	Operator Technician	N
49-9099.01	Plant Electrical Technician	N
49-9099.01	Plant Mechanic	N
49-9099.01	Plant Technician	Y
51-1011.00	Assembly Supervisor	Y
51-1011.00	Line Supervisor	N
51-1011.00	Manufacturing Supervisor	Y
51-1011.00	Molding Supervisor	N
51-1011.00	Plant Supervisor	N
51-1011.00	Production Manager	Y
51-1011.00	Production Supervisor	Y
51-1011.00	Quality Assurance Supervisor (QA Supervisor)	N
51-2011.00	A&P Technician (Airframe and Powerplant Technician)	N
51-2011.00	Aircraft Line Assembler	N
51-2011.00	Assembler	Y
51-2011.00	Assembly Riveter	N
51-2011.00	Helicopter Technician	N
51-2011.00	Sheet Metal Assembler and Riveter (SMAR)	Y
51-2011.00	Sheet Metal Mechanic	Y
51-2011.00	Structures Mechanic	N
51-2011.00	Structures Technician	Y
51-2021.00	Armature Winder	Y
51-2021.00	Auto-Winder	N
51-2021.00	Coil Finisher	Y
51-2021.00	Coil Winder	Y
51-2021.00	Hand Winder	N
51-2021.00	Motor Winder	N
51-2021.00	Winder	Y
51-2021.00	Winder Operator	N
51-2022.00	Assembler	Y
51-2022.00	Assembly Worker	N
51-2022.00	Electrical Assembler	Y
51-2022.00	Electronic Assembler	N
51-2022.00	Electronics Assembler	Y
51-2022.00	Factory Assembler	N
51-2022.00	Manufacturing Assembler	N
51-2022.00	Production Worker	N
51-2022.00	Transformer Assembler	Y
51-2023.00	Assembler	Y
51-2023.00	Electrical Assembler	N
51-2023.00	Electromechanical Assembler	N
51-2023.00	Electromechanical Equipment Assembler	N
51-2023.00	Electronic Assembler	Y
51-2023.00	Electronic Technician	Y
51-2023.00	Electronics Assembler	N
51-2023.00	Mechanical Assembler	Y
51-2023.00	Production Associate	N
51-2023.00	Wiring Technician	N
51-2031.00	Assembler	Y
51-2031.00	Assembly Line Worker	Y
51-2031.00	Cell Technician	N
51-2031.00	Engine Assembler	Y
51-2031.00	Engine Builder	N
51-2031.00	Field Service Technician	N
51-2031.00	Fitter	N
51-2031.00	Large Engine Assembler	N
51-2031.00	Machine Assembler	Y
51-2031.00	Mechanical Assembler	N
51-2041.00	Fabricator	Y
51-2041.00	Fitter	Y
51-2041.00	Layout Man	Y
51-2041.00	Mill Beam Fitter	N
51-2041.00	Ship Fitter	Y
51-2041.00	Structural Steel Fitter	N
51-2041.00	Tack Welder	N
51-2041.00	Weld Technician	N
51-2051.00	Boat Builder	Y
51-2051.00	Boat Carpenter	N
51-2051.00	Chopper Gun Operator	Y
51-2051.00	Fiberglass Laminator	Y
51-2051.00	Fiberglass Technician	N
51-2051.00	Fiberglasser	N
51-2051.00	Gel-Coater	N
51-2051.00	Lamination Technician	N
51-2051.00	Laminator	Y
51-2051.00	Roller	N
51-2061.00	Calibration Specialist	Y
51-2061.00	Calibrator	N
51-2061.00	Clockmaker	Y
51-2061.00	Horologist	N
51-2061.00	Time Stamp Assembler	N
51-2061.00	Watch Technician	Y
51-2061.00	Watchmaker	Y
51-2092.00	Assembler	Y
51-2092.00	Assembly Associate	N
51-2092.00	Assembly Line Machine Operator	Y
51-2092.00	Assembly Line Worker	Y
51-2092.00	Assembly Operator	N
51-2092.00	Assembly Technician	Y
51-2092.00	Certified Composites Technician (CCT)	N
51-2092.00	Manufacturing Associate	N
51-2092.00	Production Line Worker	N
51-3011.00	Baker	Y
51-3011.00	Cake Decorator	N
51-3011.00	Dough Mixer	Y
51-3011.00	Mixer	Y
51-3011.00	Pastry Chef	Y
51-3011.00	Scaler	N
51-3021.00	Butcher	Y
51-3021.00	Meat Clerk	Y
51-3021.00	Meat Cutter	Y
51-3021.00	Meat Specialist	Y
51-3021.00	Meat Trimmer	N
51-3021.00	Meat Wrapper	N
51-3022.00	Beef Trimmer	N
51-3022.00	Breast Trimmer	N
51-3022.00	Chicken Cutter	N
51-3022.00	Deboner	Y
51-3022.00	Fish Processor	N
51-3022.00	Meat Cutter	Y
51-3022.00	Meat Trimmer	N
51-3022.00	Seafood Processor	N
51-3022.00	Trimmer	Y
51-3022.00	Wing Scorer	Y
51-3023.00	Boning Room Worker	N
51-3023.00	Meat Packager	N
51-3023.00	Meat Packer	Y
51-3023.00	Meat Processor	Y
51-3023.00	Meat Trimmer	Y
51-3023.00	Meat Wrapper	Y
51-3023.00	Saw Man	N
51-3023.00	Side Puller	N
51-3023.00	Wrapper	N
51-3091.00	Bean Roaster	N
51-3091.00	Coffee Roaster	Y
51-3091.00	Line Operator	N
51-3091.00	Machine Operator	Y
51-3091.00	Oven Operator	N
51-3091.00	Oven Technician	N
51-3091.00	Roast Master	N
51-3091.00	Roaster	Y
51-3091.00	Roaster Operator	N
51-3091.00	Roasterman	Y
51-3092.00	Batching Operator	Y
51-3092.00	Blender	Y
51-3092.00	Brewing Technician	N
51-3092.00	Compounder	N
51-3092.00	Dosier Operator	N
51-3092.00	Dough Scaler	N
51-3092.00	Mix Technician	N
51-3092.00	Mixer	Y
51-3092.00	Mixer Operator	Y
51-3092.00	Syrup Maker	N
51-3093.00	Cooker Operator	N
51-3093.00	Food Production Worker	N
51-3093.00	Fryer Operator	Y
51-3093.00	Kettle Fry Cook Operator	Y
51-3093.00	Machine Operator	Y
51-3093.00	Mogul Operator	N
51-3093.00	Oven Operator	N
51-3093.00	Peeler Operator	N
51-3093.00	Retort Operator	Y
51-3093.00	Thermo Processor	N
51-4021.00	Equipment Technician	Y
51-4021.00	Extruder Operator	Y
51-4021.00	Extrusion Operator	N
51-4021.00	Extrusion Press Operator	Y
51-4021.00	Machine Operator	Y
51-4021.00	Metal Inspector	N
51-4021.00	Setup Operator	N
51-4021.00	Wire Mill Operator	N
51-4021.00	Wire Mill Rover	N
51-4022.00	Blacksmith	Y
51-4022.00	Cold Header Operator	N
51-4022.00	Forge Operator	Y
51-4022.00	Forge Press Operator	N
51-4022.00	Forger	N
51-4022.00	Hammer Operator	Y
51-4022.00	Header Set-Up Operator	N
51-4022.00	Machine Operator	Y
51-4022.00	Process Technician	N
51-4022.00	Set Up Technician	N
51-4023.00	Breakdown Mill Operator	N
51-4023.00	Calender Operator	N
51-4023.00	Cold Mill Operator	N
51-4023.00	Machine Operator	N
51-4023.00	Mill Operator	Y
51-4023.00	Rolling Mill Operator	Y
51-4023.00	Roughing Mill Operator	Y
51-4023.00	Temper Mill Operator	N
51-4023.00	Tube Mill Operator	Y
51-4023.00	Weld Mill Operator	N
51-4031.00	Die Setter	N
51-4031.00	Fabrication Operator	N
51-4031.00	Machine Operator	Y
51-4031.00	Machine Setter	N
51-4031.00	Press Operator	Y
51-4031.00	Punch Press Operator	N
51-4031.00	Saw Operator	Y
51-4031.00	Set-Up Operator	Y
51-4031.00	Slitter Operator	N
51-4032.00	Bore Mill Operator	N
51-4032.00	CNC Drilling Operator (Computer Numerical Control Drilling Operator)	N
51-4032.00	CNC Machinist (Computer Numerical Control Machinist)	Y
51-4032.00	Drill Operator	Y
51-4032.00	Drill Press Operator	N
51-4032.00	Drill Setup Operator	Y
51-4032.00	Machine Operator	Y
51-4032.00	Punch Operator	N
51-4032.00	Radial Drill Operator	N
51-4032.00	Setup Mill Operator	N
51-4033.00	Cell Operator	N
51-4033.00	Centerless Grinder Operator	Y
51-4033.00	Deburrer	N
51-4033.00	Die Maintenance Technician	N
51-4033.00	Finisher	N
51-4033.00	Grinder	Y
51-4033.00	Grinder Operator	Y
51-4033.00	Grinding Machine Operator	Y
51-4033.00	Process Equipment Operator	N
51-4034.00	Computer Numerical Control Lathe Operator (CNC Lathe Operator)	Y
51-4034.00	Lathe Operator	Y
51-4034.00	Lathe Set Up Person	N
51-4034.00	Machine Operator	Y
51-4034.00	Numerical Control Operator (NC Operator)	N
51-4034.00	Screw Machine Operator	N
51-4034.00	Screw Machine Tool Setter	N
51-4034.00	Setup Operator	Y
51-4034.00	Turn Operator	N
51-4035.00	Machine Operator	Y
51-4035.00	Mill Operator	Y
51-4035.00	Miller	Y
51-4035.00	Milling Operator	Y
51-4041.00	CNC Machinist (Computer Numeric Controlled Machinist)	Y
51-4041.00	CNC Machinist (Computer Numerically Controlled Machinist)	N
51-4041.00	Gear Machinist	N
51-4041.00	Machine Repair Person	N
51-4041.00	Machinist	Y
51-4041.00	Maintenance Machinist	Y
51-4041.00	Manual Lathe Machinist	N
51-4041.00	Production Machinist	N
51-4041.00	Tool Room Machinist	Y
51-4051.00	Arc and Argon Oxygen Decarburization Melter (ARC and AOD Melter)	N
51-4051.00	Automatic Furnace Operator	N
51-4051.00	Central Melt Specialist	Y
51-4051.00	Control Room Operator	N
51-4051.00	Electric Melt Operator	N
51-4051.00	Furnace Operator	Y
51-4051.00	Melt Room Operator	N
51-4051.00	Melter	Y
51-4051.00	Vacuum Melter	Y
51-4051.00	Vessel Operator	N
51-4052.00	Casting Operator	N
51-4052.00	Die Cast Operator (DCO)	N
51-4052.00	Direct Chill Caster (DC Caster)	Y
51-4052.00	Iron Pourer	Y
51-4052.00	Ladleman	N
51-4052.00	Melter	N
51-4052.00	Metal Handler	Y
51-4052.00	Pourer	Y
51-4052.00	Vacuum Caster	N
51-4061.00	Metal Model Maker	Y
51-4061.00	Model Builder	Y
51-4061.00	Model Maker	Y
51-4061.00	Molding Technician	Y
51-4061.00	Pattern Finisher	N
51-4061.00	Prototype Special Build	N
51-4062.00	Die Cast Die Maker	N
51-4062.00	Fixture Builder	N
51-4062.00	Layout Technician	N
51-4062.00	Metal Pattern Maker	Y
51-4062.00	Pattern Maker	Y
51-4062.00	Pattern Maker Programmer	N
51-4062.00	Pattern Repair Person	N
51-4062.00	Patternmaker	Y
51-4062.00	Wax Molder	Y
51-4071.00	Core Maker	Y
51-4071.00	Core Setter	N
51-4071.00	Core Stripper	N
51-4071.00	Mold Maker	Y
51-4071.00	Molder	Y
51-4071.00	No Bake Molder	N
51-4071.00	Sand Molder	Y
51-4072.00	Core Machine Operator	N
51-4072.00	Die Cast Technician	N
51-4072.00	Diecast Machine Operator	N
51-4072.00	Machine Operator	Y
51-4072.00	Mold Setter	N
51-4072.00	Mold Technician	N
51-4072.00	Molder	Y
51-4072.00	Process Technician	Y
51-4072.00	Production Technician	Y
51-4081.00	Cell Technician	Y
51-4081.00	CNC Machine Setter (Computer Numerically Controlled Machine Setter)	Y
51-4081.00	Fabrication Set-Up Person	N
51-4081.00	Injection Molding Technician	N
51-4081.00	Machine Operator	Y
51-4081.00	Machine Technician	Y
51-4081.00	Mold Setter	N
51-4081.00	Production Operator	N
51-4081.00	Shear Operator	N
51-4081.00	Tooling Set-Up Person	N
51-4111.00	Die Machinist	N
51-4111.00	Die Repair Laborer	N
51-4111.00	Die Repair Technician (Die Repair Tech)	N
51-4111.00	Jig and Fixture Repairer	N
51-4111.00	Tool and Die Machinist	Y
51-4111.00	Tool and Die Maker	Y
51-4111.00	Tool and Fixture Specialist	Y
51-4111.00	Tool Maker	Y
51-4111.00	Tool Repairer	N
51-4111.00	Trim Die Maker	N
51-4121.00	Assembly Line Brazer	N
51-4121.00	Brazer	Y
51-4121.00	Fabrication Welder	N
51-4121.00	Maintenance Welder	N
51-4121.00	MIG Welder (Metal Inert Gas Welder)	N
51-4121.00	Solderer	Y
51-4121.00	TIG Welder (Tungsten Inert Gas Welder)	N
51-4121.00	Welder	Y
51-4121.00	Welder Fitter	N
51-4121.00	Wirer	Y
51-4122.00	Braze Operator	N
51-4122.00	Finishing Technician	Y
51-4122.00	Machine Operator	N
51-4122.00	Mig Welder	Y
51-4122.00	Robot Operator	Y
51-4122.00	Spot Welder	Y
51-4191.00	Batch Heat Treat Operator	N
51-4191.00	Burner	N
51-4191.00	Coating Line Worker	N
51-4191.00	Furnace Operator	Y
51-4191.00	Heat Treat Furnace Operator	N
51-4191.00	Heat Treat Operator	Y
51-4191.00	Heat Treat Technician	Y
51-4191.00	Heat Treater	Y
51-4191.00	Scarf and Anneal Operator	N
51-4192.00	Development Mechanic	N
51-4192.00	Layout Fabricator	N
51-4192.00	Layout Fitter	N
51-4192.00	Layout Inspector	Y
51-4192.00	Layout Man	Y
51-4192.00	Layout Mechanic	N
51-4192.00	Layout Technician (Layout Tech)	Y
51-4192.00	Layout Worker	Y
51-4193.00	Anodizer	Y
51-4193.00	Anodizing Line Operator	N
51-4193.00	Chrome Plater	Y
51-4193.00	Coater Associate	N
51-4193.00	Coater Operator	N
51-4193.00	Electro Plater	Y
51-4193.00	Galvanizer	N
51-4193.00	Line Operator	N
51-4193.00	Machine Operator	N
51-4193.00	Plater	Y
51-4194.00	Cutter Grinder	N
51-4194.00	Finisher	N
51-4194.00	Grinder	Y
51-4194.00	Grinder Operator	Y
51-4194.00	OD Grinder Operator (Outer Diameter Grinder Operator)	N
51-4194.00	Saw Filer	Y
51-4194.00	Tool and Cutter Grinder	N
51-4194.00	Tool Grinder	Y
51-5111.00	Desktop Operator	N
51-5111.00	Electronic Prepress Operator (EPP Operator)	Y
51-5111.00	Electronic Prepress Technician (EPP Tech)	N
51-5111.00	Plate Maker	Y
51-5111.00	Plate Mounter	N
51-5111.00	Pre-Press Proofer	N
51-5111.00	Prepress Operator	Y
51-5111.00	Prepress Specialist	N
51-5111.00	Prepress Stripper	N
51-5111.00	Prepress Technician	Y
51-5112.00	Digital Press Operator	N
51-5112.00	Flexographic Press Operator	N
51-5112.00	Offset Press Operator	N
51-5112.00	Offset Pressman	N
51-5112.00	Press Operator	Y
51-5112.00	Pressman	Y
51-5112.00	Printer	Y
51-5112.00	Printing Press Operator	Y
51-5112.00	Printing Pressman	N
51-5112.00	Web Press Operator	N
51-5113.00	Binder Operator	Y
51-5113.00	Bindery Operator	Y
51-5113.00	Bindery Technician	N
51-5113.00	Bindery Worker	Y
51-5113.00	Book Binder	Y
51-5113.00	Custom Bookbinder	N
51-5113.00	Perfect Binder Operator	N
51-6011.00	Dry Cleaner	N
51-6011.00	Laundry Aide	Y
51-6011.00	Laundry Assistant	N
51-6011.00	Laundry Attendant	Y
51-6011.00	Laundry Housekeeper	Y
51-6011.00	Laundry Technician	N
51-6011.00	Laundry Worker	Y
51-6011.00	Personal Clothing Laundry Aide	N
51-6011.00	Spotter	N
51-6021.00	Boarder	N
51-6021.00	Dry Cleaner Presser	N
51-6021.00	Garment Presser	N
51-6021.00	Ironing Machine Operator	N
51-6021.00	Ironing Worker	Y
51-6021.00	Pants Presser	Y
51-6021.00	Presser	Y
51-6021.00	Pressing Machine Operator	N
51-6021.00	Shirt Presser	Y
51-6021.00	Silk Presser	N
51-6031.00	Line Closer	N
51-6031.00	Machine Operator	N
51-6031.00	Prototype Sewer	N
51-6031.00	Sample Maker	Y
51-6031.00	Seamer	N
51-6031.00	Seamstress	Y
51-6031.00	Sew On Operator	N
51-6031.00	Sewer	Y
51-6031.00	Sewing Machine Operator	Y
51-6031.00	Zipper Machine Operator	N
51-6041.00	Boot Maker	Y
51-6041.00	Cobbler	N
51-6041.00	Cutter	Y
51-6041.00	Leather Worker	N
51-6041.00	Saddle and Harness Maker	N
51-6041.00	Shoe Cutter	N
51-6041.00	Shoe Maker	Y
51-6041.00	Shoe Repairer	Y
51-6041.00	Shoe Repairman	N
51-6041.00	Stitcher	N
51-6042.00	Assembler	N
51-6042.00	Boot and Shoe Repairman	N
51-6042.00	Boot Maker	Y
51-6042.00	Cutter	Y
51-6042.00	Fitter	N
51-6042.00	Inseamer	N
51-6042.00	Insole Department Worker	N
51-6042.00	Side Laster	Y
51-6042.00	Stitcher	Y
51-6051.00	Alteration Specialist	N
51-6051.00	Couturier	N
51-6051.00	Custom Clothier	Y
51-6051.00	Custom Designer	N
51-6051.00	Custom Seamstress	N
51-6051.00	Designer	Y
51-6051.00	Dressmaker	Y
51-6051.00	Seamstress	Y
51-6052.00	Alterations Expert	N
51-6052.00	Alterations Sewer	Y
51-6052.00	Bridal Designer	N
51-6052.00	Clothing Pattern Designer	N
51-6052.00	Custom Dressmaker	N
51-6052.00	Custom Sewer	N
51-6052.00	Custom Tailor	N
51-6052.00	Dressmaker	Y
51-6052.00	Seamstress	Y
51-6052.00	Tailor	Y
51-6061.00	Beck Operator	N
51-6061.00	Drug Room Operator	Y
51-6061.00	Dye Line Operator	N
51-6061.00	Dye Machine Operator	Y
51-6061.00	Dye Operator	Y
51-6061.00	Dyer	N
51-6061.00	Jet Dyeing Machine Operator	N
51-6061.00	Jet Operator	N
51-6061.00	Machine Operator	Y
51-6061.00	Tub Operator	N
51-6062.00	Automated Cutting Machine Operator	N
51-6062.00	CNC Cutting Operator (Computer Numerical Control Cutting Operator)	N
51-6062.00	Cutter	Y
51-6062.00	Cutter Operator	Y
51-6062.00	Die Cut Operator	N
51-6062.00	Fabric Cutter	Y
51-6062.00	Laser Operator	N
51-6062.00	Spread Cutter	N
